ID,TIME(BeiJing),LATITUDE,LONGITUDE,SPEED(M/s),ALT(M),ACCURACY(M),IS_OUTDOOR,MCC,MNC,NETWORK_TYPE,NCI,GNODEB,GCELLID,NR_TAC,NR_ARFCN,NR_BAND,NR_PCI,SS_RSRP,SS_RSRQ,SS_SINR,source_file
143,20250523 14:09:10.162,29.5078055,106.7039092,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
144,20250523 14:09:11.849,29.5078055,106.7039092,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
145,20250523 14:09:14.179,29.5078055,106.7039092,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
146,20250523 14:09:17.231,29.50780966,106.7038996,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
147,20250523 14:09:18.966,29.50780966,106.7038996,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
148,20250523 14:09:19.988,29.50780966,106.7038996,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
149,20250523 14:09:20.999,29.50780966,106.7038996,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,15,33First_UAV_collection-DT-20250523140548ms2.csv
150,20250523 14:09:22.017,29.50780966,106.7038996,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,15,33First_UAV_collection-DT-20250523140548ms2.csv
151,20250523 14:09:23.043,29.50780966,106.7038996,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,15,33First_UAV_collection-DT-20250523140548ms2.csv
152,20250523 14:09:25.165,29.50780966,106.7038996,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,15,33First_UAV_collection-DT-20250523140548ms2.csv
153,20250523 14:09:26.866,29.5078134,106.703873,2.34,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,15,33First_UAV_collection-DT-20250523140548ms2.csv
154,20250523 14:09:27.883,29.5078085,106.7038445,3.16,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,15,33First_UAV_collection-DT-20250523140548ms2.csv
155,20250523 14:09:29.158,29.50780185,106.7038095,3.75,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,15,33First_UAV_collection-DT-20250523140548ms2.csv
156,20250523 14:09:32.124,29.5077944,106.7037711,4.02,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-91,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
157,20250523 14:09:34.666,29.50772348,106.703411,8.17,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-91,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
158,20250523 14:09:35.679,29.50770421,106.7033183,9.06,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-91,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
159,20250523 14:09:36.703,29.50768448,106.7032152,10.25,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-91,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
160,20250523 14:09:38.182,29.50766033,106.7031034,11.18,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-91,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
161,20250523 14:09:42.055,29.507602,106.7027788,8.93,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-91,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
162,20250523 14:09:46.157,29.50754149,106.7024471,11.81,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-84,-11,14,33First_UAV_collection-DT-20250523140548ms2.csv
163,20250523 14:09:47.170,29.50751865,106.7023196,3.05,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-84,-11,14,33First_UAV_collection-DT-20250523140548ms2.csv
164,20250523 14:09:48.180,29.50750353,106.7022595,5.75,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-84,-11,14,33First_UAV_collection-DT-20250523140548ms2.csv
165,20250523 14:09:51.160,29.50747637,106.7020982,8.71,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-84,-11,14,33First_UAV_collection-DT-20250523140548ms2.csv
166,20250523 14:09:54.297,29.5074065,106.7016726,11.19,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-84,-11,14,33First_UAV_collection-DT-20250523140548ms2.csv
167,20250523 14:09:55.309,29.50738479,106.7015508,12.01,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-81,-11,19,33First_UAV_collection-DT-20250523140548ms2.csv
168,20250523 14:09:56.320,29.50736067,106.701427,12.28,224,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-81,-11,19,33First_UAV_collection-DT-20250523140548ms2.csv
169,20250523 14:09:57.334,29.50734321,106.7012979,12.57,226,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-81,-11,19,33First_UAV_collection-DT-20250523140548ms2.csv
170,20250523 14:09:58.342,29.50731789,106.7011792,12.18,228,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-79,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
171,20250523 14:09:59.355,29.50729772,106.7010428,12.83,229,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-79,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
172,20250523 14:10:00.364,29.50727938,106.7009014,13.31,228,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-80,-12,14,33First_UAV_collection-DT-20250523140548ms2.csv
173,20250523 14:10:01.382,29.50725099,106.7007851,12.41,227,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-80,-12,14,33First_UAV_collection-DT-20250523140548ms2.csv
174,20250523 14:10:02.407,29.50721863,106.7006631,12.53,228,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-81,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
175,20250523 14:10:03.434,29.50718925,106.7005399,12.61,230,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-81,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
176,20250523 14:10:04.456,29.5071576,106.7004175,12.52,231,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-80,-12,13,33First_UAV_collection-DT-20250523140548ms2.csv
177,20250523 14:10:05.479,29.50712149,106.7002929,12.77,232,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-80,-12,13,33First_UAV_collection-DT-20250523140548ms2.csv
178,20250523 14:10:06.499,29.50708803,106.7001679,12.87,233,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-83,-12,10,33First_UAV_collection-DT-20250523140548ms2.csv
179,20250523 14:10:07.520,29.50705734,106.7000371,12.96,234,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-83,-12,10,33First_UAV_collection-DT-20250523140548ms2.csv
180,20250523 14:10:08.539,29.50702829,106.6999104,12.82,235,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-82,-12,10,33First_UAV_collection-DT-20250523140548ms2.csv
181,20250523 14:10:09.555,29.50699839,106.6997841,12.58,235,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-82,-12,10,33First_UAV_collection-DT-20250523140548ms2.csv
182,20250523 14:10:10.577,29.50696592,106.6996639,12.29,233,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-80,-12,10,33First_UAV_collection-DT-20250523140548ms2.csv
183,20250523 14:10:11.597,29.5069021,106.6995721,11.27,233,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-80,-12,10,33First_UAV_collection-DT-20250523140548ms2.csv
184,20250523 14:10:12.629,29.50686241,106.6994683,10.82,230,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-84,-13,2,33First_UAV_collection-DT-20250523140548ms2.csv
185,20250523 14:10:13.654,29.50682621,106.6993677,10.33,227,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-84,-13,2,33First_UAV_collection-DT-20250523140548ms2.csv
186,20250523 14:10:14.683,29.50676238,106.6991816,10.28,225,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-90,-14,-2,33First_UAV_collection-DT-20250523140548ms2.csv
187,20250523 14:10:15.719,29.50676238,106.6991816,10.28,225,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-90,-14,-2,33First_UAV_collection-DT-20250523140548ms2.csv
188,20250523 14:10:16.739,29.50670588,106.6990044,10.18,224,4,1,460,1,SA,41339785483,10092721,267,10121472,633984,N78,118,-88,-12,6,33First_UAV_collection-DT-20250523140548ms2.csv
189,20250523 14:10:17.771,29.50666634,106.6989029,11.23,223,4,1,460,1,SA,41339785483,10092721,267,10121472,633984,N78,118,-88,-12,6,33First_UAV_collection-DT-20250523140548ms2.csv
190,20250523 14:10:18.793,29.5066219,106.6988029,11.05,223,4,1,460,1,SA,41339785478,10092721,262,10121472,633984,N78,129,-96,-16,-18,33First_UAV_collection-DT-20250523140548ms2.csv
191,20250523 14:10:19.819,29.50657512,106.6987189,9.4,223,4,1,460,1,SA,41339785478,10092721,262,10121472,633984,N78,129,-96,-16,-18,33First_UAV_collection-DT-20250523140548ms2.csv
192,20250523 14:10:20.841,29.50655292,106.6986276,8.92,223,4,1,460,1,SA,41339785483,10092721,267,10121472,633984,N78,118,-100,-14,-4,33First_UAV_collection-DT-20250523140548ms2.csv
193,20250523 14:10:21.863,29.50655433,106.6985391,8.58,222,4,1,460,1,SA,41339785483,10092721,267,10121472,633984,N78,118,-100,-14,-4,33First_UAV_collection-DT-20250523140548ms2.csv
194,20250523 14:10:22.891,29.5065873,106.6984821,7.09,222,4,1,460,1,SA,41339785483,10092721,267,10121472,633984,N78,118,-89,-12,6,33First_UAV_collection-DT-20250523140548ms2.csv
195,20250523 14:10:23.912,29.50663174,106.6984727,6.37,222,4,1,460,1,SA,41339785483,10092721,267,10121472,633984,N78,118,-89,-12,6,33First_UAV_collection-DT-20250523140548ms2.csv
196,20250523 14:10:24.939,29.50667318,106.6985081,6.99,223,4,1,460,1,SA,41339785483,10092721,267,10121472,633984,N78,118,-90,-12,7,33First_UAV_collection-DT-20250523140548ms2.csv
197,20250523 14:10:25.965,29.50670206,106.6985715,8.24,223,4,1,460,1,SA,41339785483,10092721,267,10121472,633984,N78,118,-90,-12,7,33First_UAV_collection-DT-20250523140548ms2.csv
198,20250523 14:10:26.998,29.50673251,106.6986597,10.55,223,4,1,460,1,SA,41339785483,10092721,267,10121472,633984,N78,118,-94,-12,7,33First_UAV_collection-DT-20250523140548ms2.csv
199,20250523 14:10:28.022,29.50677095,106.6987554,10.37,223,4,1,460,1,SA,41339785483,10092721,267,10121472,633984,N78,118,-94,-12,7,33First_UAV_collection-DT-20250523140548ms2.csv
200,20250523 14:10:29.038,29.50681366,106.6988528,10.69,223,4,1,460,1,SA,41339785483,10092721,267,10121472,633984,N78,118,-89,-12,1,33First_UAV_collection-DT-20250523140548ms2.csv
201,20250523 14:10:30.066,29.50685825,106.6989601,11.45,224,4,1,460,1,SA,41339785483,10092721,267,10121472,633984,N78,118,-89,-12,1,33First_UAV_collection-DT-20250523140548ms2.csv
202,20250523 14:10:31.081,29.50690441,106.6990703,11.74,224,4,1,460,1,SA,41339785483,10092721,267,10121472,633984,N78,118,-88,-12,5,33First_UAV_collection-DT-20250523140548ms2.csv
203,20250523 14:10:32.110,29.50694603,106.6991836,11.89,223,4,1,460,1,SA,41339785483,10092721,267,10121472,633984,N78,118,-88,-12,5,33First_UAV_collection-DT-20250523140548ms2.csv
204,20250523 14:10:33.128,29.50698645,106.6992995,12.12,222,4,1,460,1,SA,41339199745,10092578,257,10121472,633984,N78,763,-94,-11,6,33First_UAV_collection-DT-20250523140548ms2.csv
205,20250523 14:10:34.150,29.50702524,106.6994084,11.59,222,4,1,460,1,SA,41339199745,10092578,257,10121472,633984,N78,763,-94,-11,6,33First_UAV_collection-DT-20250523140548ms2.csv
206,20250523 14:10:35.168,29.50706995,106.6995197,11.97,221,4,1,460,1,SA,41339785483,10092721,267,10121472,633984,N78,118,-100,-18,-3,33First_UAV_collection-DT-20250523140548ms2.csv
207,20250523 14:10:36.186,29.50711416,106.6996402,12.29,221,4,1,460,1,SA,41339785483,10092721,267,10121472,633984,N78,118,-100,-18,-3,33First_UAV_collection-DT-20250523140548ms2.csv
208,20250523 14:10:37.198,29.50716019,106.6997623,12.4,220,4,1,460,1,SA,41339785483,10092721,267,10121472,633984,N78,118,-87,-13,2,33First_UAV_collection-DT-20250523140548ms2.csv
209,20250523 14:10:38.214,29.50718496,106.6998399,6.43,221,4,1,460,1,SA,41339785483,10092721,267,10121472,633984,N78,118,-87,-13,2,33First_UAV_collection-DT-20250523140548ms2.csv
210,20250523 14:10:39.235,29.50719065,106.6998808,1.68,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-91,-12,14,33First_UAV_collection-DT-20250523140548ms2.csv
211,20250523 14:10:40.263,29.50719077,106.6998933,0.49,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-91,-12,14,33First_UAV_collection-DT-20250523140548ms2.csv
212,20250523 14:10:41.283,29.50719956,106.6998858,1.8,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-91,-12,14,33First_UAV_collection-DT-20250523140548ms2.csv
213,20250523 14:10:42.315,29.50719956,106.6998858,1.8,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-86,-13,13,33First_UAV_collection-DT-20250523140548ms2.csv
214,20250523 14:10:43.343,29.50720087,106.6999007,1.85,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-86,-13,13,33First_UAV_collection-DT-20250523140548ms2.csv
215,20250523 14:10:44.371,29.50720529,106.6999217,2.57,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-91,-14,17,33First_UAV_collection-DT-20250523140548ms2.csv
216,20250523 14:10:45.403,29.50721554,106.6999467,3.04,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-91,-14,17,33First_UAV_collection-DT-20250523140548ms2.csv
217,20250523 14:10:46.419,29.50723722,106.6999809,4.92,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-91,-13,11,33First_UAV_collection-DT-20250523140548ms2.csv
218,20250523 14:10:47.443,29.50725878,106.7000189,4.45,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-91,-13,11,33First_UAV_collection-DT-20250523140548ms2.csv
219,20250523 14:10:48.469,29.50729211,106.7000561,5.01,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-89,-13,10,33First_UAV_collection-DT-20250523140548ms2.csv
220,20250523 14:10:49.491,29.50728699,106.7001029,4.42,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-89,-13,10,33First_UAV_collection-DT-20250523140548ms2.csv
221,20250523 14:10:50.509,29.50728751,106.7001506,4.43,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,2,33First_UAV_collection-DT-20250523140548ms2.csv
222,20250523 14:10:51.529,29.50728794,106.7001999,4.72,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,2,33First_UAV_collection-DT-20250523140548ms2.csv
223,20250523 14:10:52.559,29.50728803,106.700252,4.69,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-12,0,33First_UAV_collection-DT-20250523140548ms2.csv
224,20250523 14:10:53.589,29.50729453,106.7002995,4.74,225,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-12,0,33First_UAV_collection-DT-20250523140548ms2.csv
225,20250523 14:10:54.615,29.50729949,106.7003496,4.92,225,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-12,-2,33First_UAV_collection-DT-20250523140548ms2.csv
226,20250523 14:10:55.640,29.50730652,106.7004013,5.16,226,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-12,-2,33First_UAV_collection-DT-20250523140548ms2.csv
227,20250523 14:10:56.664,29.50730974,106.7004524,5.1,227,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-12,-2,33First_UAV_collection-DT-20250523140548ms2.csv
228,20250523 14:10:57.688,29.50731338,106.7004895,3.67,227,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-12,-2,33First_UAV_collection-DT-20250523140548ms2.csv
229,20250523 14:10:58.712,29.50731515,106.7005342,3.38,227,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-12,-2,33First_UAV_collection-DT-20250523140548ms2.csv
230,20250523 14:10:59.736,29.50731889,106.7005712,3.75,227,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-12,-2,33First_UAV_collection-DT-20250523140548ms2.csv
231,20250523 14:11:00.899,29.50732309,106.7006008,2.88,227,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-12,-2,33First_UAV_collection-DT-20250523140548ms2.csv
232,20250523 14:11:01.910,29.50732309,106.7006008,2.88,227,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-12,-2,33First_UAV_collection-DT-20250523140548ms2.csv
233,20250523 14:11:03.157,29.50732309,106.7006008,2.88,227,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-12,-2,33First_UAV_collection-DT-20250523140548ms2.csv
234,20250523 14:11:06.233,29.50732309,106.7006008,2.88,227,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-82,-11,21,33First_UAV_collection-DT-20250523140548ms2.csv
235,20250523 14:11:08.645,29.50733835,106.7006573,3.84,230,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-82,-11,21,33First_UAV_collection-DT-20250523140548ms2.csv
236,20250523 14:11:09.660,29.50735223,106.7007043,4.88,230,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-82,-11,21,33First_UAV_collection-DT-20250523140548ms2.csv
237,20250523 14:11:10.679,29.50737124,106.7007596,5.27,230,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-82,-11,21,33First_UAV_collection-DT-20250523140548ms2.csv
238,20250523 14:11:11.684,29.50738849,106.7008237,7.02,230,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-82,-11,21,33First_UAV_collection-DT-20250523140548ms2.csv
239,20250523 14:11:12.705,29.50740253,106.7008889,6.8,230,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-82,-11,21,33First_UAV_collection-DT-20250523140548ms2.csv
240,20250523 14:11:13.783,29.50741507,106.7009468,5.57,228,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-82,-11,21,33First_UAV_collection-DT-20250523140548ms2.csv
241,20250523 14:11:14.794,29.50742797,106.7009997,4.98,229,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-85,-12,11,33First_UAV_collection-DT-20250523140548ms2.csv
242,20250523 14:11:15.813,29.50743801,106.7010539,5.4,227,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-85,-12,11,33First_UAV_collection-DT-20250523140548ms2.csv
243,20250523 14:11:16.829,29.50744703,106.7011066,5.35,227,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-85,-12,11,33First_UAV_collection-DT-20250523140548ms2.csv
244,20250523 14:11:20.161,29.50747005,106.7012078,5.21,226,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-85,-12,11,33First_UAV_collection-DT-20250523140548ms2.csv
245,20250523 14:11:23.246,29.50753693,106.7014363,9.12,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-85,-12,11,33First_UAV_collection-DT-20250523140548ms2.csv
246,20250523 14:11:24.961,29.5076222,106.7017199,10.41,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-85,-12,11,33First_UAV_collection-DT-20250523140548ms2.csv
247,20250523 14:11:25.974,29.5076524,106.7018103,8.92,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-71,-11,24,33First_UAV_collection-DT-20250523140548ms2.csv
248,20250523 14:11:26.999,29.50767432,106.7018801,6.88,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-71,-11,24,33First_UAV_collection-DT-20250523140548ms2.csv
249,20250523 14:11:29.223,29.50769578,106.7019617,7.59,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-71,-11,24,33First_UAV_collection-DT-20250523140548ms2.csv
250,20250523 14:11:33.154,29.50774503,106.7021349,5.21,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-71,-11,24,33First_UAV_collection-DT-20250523140548ms2.csv
251,20250523 14:11:35.528,29.50778471,106.7022876,5.35,226,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-71,-11,24,33First_UAV_collection-DT-20250523140548ms2.csv
